533,Sonstige sächliche Verwaltungsausgaben
534,Sonstige sächliche Verwaltungsausgaben
535,Sonstige sächliche Verwaltungsausgaben
536,Sonstige sächliche Verwaltungsausgaben
537,Sonstige sächliche Verwaltungsausgaben
538,Sonstige sächliche Verwaltungsausgaben
539,Sonstige sächliche Verwaltungsausgaben
540,Sonstige sächliche Verwaltungsausgaben
541,Sonstige sächliche Verwaltungsausgaben
542,Sonstige sächliche Verwaltungsausgaben
543,Sonstige sächliche Verwaltungsausgaben
544,Sonstige sächliche Verwaltungsausgaben
545,Sonstige sächliche Verwaltungsausgaben
546,Sonstige sächliche Verwaltungsausgaben
547,Nicht aufteilbare sächliche Verwaltungsausgaben
548,Globale Mehrausgaben für sächliche Verwaltungsausgaben
549,Globale Minderausgaben für sächliche Verwaltungsausgaben
561,Zinsausgaben an Bund
562,Zinsausgaben an Länder
563,Zinsausgaben an Gemeinden und Gemeindeverbände
564,Zinsausgaben an Sondervermögen
567,Zinsausgaben an Zweckverbände
571,Zinsausgaben an öffentliche Unternehmen und Einrichtungen
572,Zinsausgaben an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit
573,Zinsausgaben für Ausgleichsforderungen
575,Zinsausgaben an sonstigen inländischen Kreditmarkt
576,Zinsausgaben an Ausland
581,Tilgungsausgaben an Bund
582,Tilgungsausgaben an Länder
583,Tilgungsausgaben an Gemeinden und Gemeindeverbände
584,Tilgungsausgaben an Sondervermögen
587,Tilgungsausgaben an Zweckverbände
591,Tilgungsausgaben an öffentliche Unternehmen und Einrichtungen
592,Tilgungsausgaben an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit
593,Tilgungsausgaben für Ausgleichsforderungen
595,Tilgungsausgaben an sonstigen inländischen Kreditmarkt
596,Tilgungsausgaben an Ausland
611,Allgemeine Zuweisungen an Bund
612,Allgemeine Zuweisungen an Länder
613,Allgemeine Zuweisungen an Gemeinden und Gemeindeverbände
614,Allgemeine Zuweisungen an Sondervermögen
616,Allgemeine Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit
617,Allgemeine Zuweisungen an Zweckverbände
621,Schuldendiensthilfen an Bund
622,Schuldendiensthilfen an Länder
623,Schuldendiensthilfen an Gemeinden und Gemeindeverbände
624,Schuldendiensthilfen an Sondervermögen
626,Schuldendiensthilfen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit
627,Schuldendiensthilfen an Zweckverbände
631,Sonstige Zuweisungen an Bund
632,Sonstige Zuweisungen an Länder
633,Sonstige Zuweisungen an Gemeinden und Gemeindeverbände
634,Sonstige Zuweisungen an Sondervermögen
636,Sonstige Zuweisungen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit
637,Sonstige Zuweisungen an Zweckverbände
661,Schuldendiensthilfen an öffentliche Unternehmen
662,Schuldendiensthilfen an private Unternehmen
663,Schuldendiensthilfen an Sonstige im Inland
664,Schuldendiensthilfen an öffentliche Einrichtungen
666,Schuldendiensthilfen an Ausland
671,Erstattungen an Inland
676,Erstattungen an Ausland
681,"Renten, Unterstützungen und sonstige Geldleistungen an natürliche Personen"
682,Zuschüsse für laufende Zwecke an öffentliche Unternehmen (soweit nicht unter 661)
683,Zuschüsse für laufende Zwecke an private Unternehmen (soweit nicht unter 662)
684,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen (ohne öffentliche Einrichtungen)
685,Zuschüsse für laufende Zwecke an öffentliche Einrichtungen
686,Sonstige Zuschüsse für laufende Zwecke im Inland
687,Zuschüsse für laufende Zwecke im Ausland (soweit nicht an die EU)
688,Abführung der Eigenmittel an die EU
691,"Vermögensübertragungen an Bund, soweit nicht Investitionszuweisungen"
692,"Vermögensübertragungen an Länder, soweit nicht Investitionszuweisungen"
693,"Vermögensübertragungen an Gemeinden und Gemeindeverbände, soweit nicht Investitionszuweisungen"
697,"Vermögensübertragungen an Unternehmen, soweit nicht Investitionszuschüsse"
698,"Vermögensübertragungen an Sonstige im Inland, soweit nicht Investitionszuschüsse"
699,"Vermögensübertragungen an Ausland, soweit nicht Investitionszuschüsse"
701,Hochbaumaßnahmen
702,Hochbaumaßnahmen
703,Hochbaumaßnahmen
704,Hochbaumaßnahmen
705,Hochbaumaßnahmen
706,Hochbaumaßnahmen
707,Hochbaumaßnahmen
708,Hochbaumaßnahmen
709,Hochbaumaßnahmen
710,Hochbaumaßnahmen
711,Hochbaumaßnahmen
712,Hochbaumaßnahmen
713,Hochbaumaßnahmen
714,Hochbaumaßnahmen
715,Hochbaumaßnahmen
716,Hochbaumaßnahmen
717,Hochbaumaßnahmen
718,Hochbaumaßnahmen
719,Hochbaumaßnahmen
720,Hochbaumaßnahmen
721,Hochbaumaßnahmen
722,Hochbaumaßnahmen
723,Hochbaumaßnahmen
724,Hochbaumaßnahmen
725,Hochbaumaßnahmen
726,Hochbaumaßnahmen
727,Hochbaumaßnahmen
728,Hochbaumaßnahmen
729,Hochbaumaßnahmen
730,Hochbaumaßnahmen
731,Hochbaumaßnahmen
732,Hochbaumaßnahmen
733,Hochbaumaßnahmen
734,Hochbaumaßnahmen
735,Hochbaumaßnahmen
736,Hochbaumaßnahmen
737,Hochbaumaßnahmen
738,Hochbaumaßnahmen
739,Hochbaumaßnahmen
741,Tiefbaumaßnahmen
742,Tiefbaumaßnahmen
743,Tiefbaumaßnahmen
744,Tiefbaumaßnahmen
745,Tiefbaumaßnahmen
746,Tiefbaumaßnahmen
747,Tiefbaumaßnahmen
748,Tiefbaumaßnahmen
749,Tiefbaumaßnahmen
750,Tiefbaumaßnahmen
751,Tiefbaumaßnahmen
752,Tiefbaumaßnahmen
753,Tiefbaumaßnahmen
754,Tiefbaumaßnahmen
755,Tiefbaumaßnahmen
756,Tiefbaumaßnahmen
757,Tiefbaumaßnahmen
758,Tiefbaumaßnahmen
759,Tiefbaumaßnahmen
760,Tiefbaumaßnahmen
761,Tiefbaumaßnahmen
762,Tiefbaumaßnahmen
763,Tiefbaumaßnahmen
764,Tiefbaumaßnahmen
765,Tiefbaumaßnahmen
766,Tiefbaumaßnahmen
767,Tiefbaumaßnahmen
768,Tiefbaumaßnahmen
769,Tiefbaumaßnahmen
770,Tiefbaumaßnahmen
771,Tiefbaumaßnahmen
772,Tiefbaumaßnahmen
773,Tiefbaumaßnahmen
774,Tiefbaumaßnahmen
775,Tiefbaumaßnahmen
776,Tiefbaumaßnahmen
777,Tiefbaumaßnahmen
778,Tiefbaumaßnahmen
779,Tiefbaumaßnahmen
780,Tiefbaumaßnahmen
781,Tiefbaumaßnahmen
782,Tiefbaumaßnahmen
783,Tiefbaumaßnahmen
784,Tiefbaumaßnahmen
785,Tiefbaumaßnahmen
786,Tiefbaumaßnahmen
787,Tiefbaumaßnahmen
788,Tiefbaumaßnahmen
789,Tiefbaumaßnahmen
790,Globale Minderausgabe für Investitionen
791,Andere Baumaßnahmen
792,Andere Baumaßnahmen
793,Andere Baumaßnahmen
794,Andere Baumaßnahmen
795,Andere Baumaßnahmen
796,Andere Baumaßnahmen
797,Andere Baumaßnahmen
798,Andere Baumaßnahmen
799,Bauvorbereitende und baubegleitende Kosten
811,Erwerb von Fahrzeugen
812,Erwerb von Geräten und sonstigen beweglichen Sachen
821,Grunderwerb
823,Erwerb privat vorfinanzierter unbeweglicher Sachen
831,Erwerb von Beteiligungen und dgl. im Inland
836,Erwerb von Beteiligungen und dgl. im Ausland
851,Darlehen an Bund
852,Darlehen an Länder
853,Darlehen an Gemeinden und Gemeindeverbände
854,Darlehen an Sondervermögen
856,Darlehen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit
857,Darlehen an Zweckverbände
861,Darlehen an öffentliche Unternehmen und Einrichtungen
862,Darlehen an private Unternehmen
863,Darlehen an Sonstige im Inland
866,Darlehen an Ausland
871,Inanspruchnahme aus Gewährleistungen
881,Zuweisungen für Investitionen an Bund
882,Zuweisungen für Investitionen an Länder
883,Zuweisungen für Investitionen an Gemeinden und Gemeindeverbände
884,Zuweisungen für Investitionen an Sondervermögen
886,Zuweisungen für Investitionen an Sozialversicherungsträger sowie an die Bundesanstalt für Arbeit
887,Zuweisungen für Investitionen an Zweckverbände
891,Zuschüsse für Investitionen an öffentliche Unternehmen
892,Zuschüsse für Investitionen an private Unternehmen
893,Zuschüsse für Investitionen an Sonstige im Inland
894,Zuschüsse für Investitionen an öffentliche Einrichtungen
896,Zuschüsse für Investitionen an Ausland
911,Zuführungen an Ausgleichsrücklage
912,Zuführungen an Betriebsmittelrücklage
913,Zuführungen an Schuldendienstrücklage
914,Zuführungen an Bürgschaftssicherungsrücklage
915,Zuführungen an Konjunkturausgleichsrücklage
916,Zuführungen an Fonds und Stöcke
919,Zuführungen an sonstige Vermögensbestände
961,Ausgaben zur Deckung von Fehlbeträgen aus Vorjahren
971,Globale Mehrausgaben
972,Globale Minderausgaben
981,Verrechnungen zwischen Kapiteln
982,Durchlaufende Posten
989,Sonstige Verrechnungen
