1000	531.02	Öffentlichkeitsarbeit der Bürgerschaft Übertragbar Gegenseitig deckungsfähig sind 01.0.1000.531.02 01.0.1000.534.03 .	229	209	91	295	68 
1000	531.03	Abgeltung von Ansprüchen nach dem Urheberrecht Übertragbar	94	18 R	141	164	156 
1000	534.01	Sonstige Ausgaben für das Plenum, die Abgeordneten und die Ausschüsse Übertragbar	294	461	440	535	470 
1000	534.03	Veranstaltungen der Bürgerschaft, Arbeitstagungen, Besuche Übertragbar Gegenseitig deckungsfähig sind 01.0.1000.531.02 01.0.1000.534.03 . Mehrausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.0.1000.282.01.	282	340	309	275	275 
1000	534.05	Sächliche Aufwendungen für parlamentarische Gremien und Funktionsträger Übertragbar (Weggefallener Ansatz) Ausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.0.1000.119.02	22	0	0	-	-
1000	535.56	IuK-Folgekosten Übertragbar Einseitig deckungsfähig zugunsten 01.0.1000.671.56.	137	162	146	204	192 
1000	543.01	Erstattung für Dienstleistungen des Rathaus-Service Übertragbar	332	394	486	436	436 
1000	632.01	Kostenbeitrag Hamburgs an den Landtag von Nordrhein-Westfalen für die Zentraldokumentation Parlamentsspiegel	0	6	6	4	4 
1000	671.56	Erstattung der Kosten für die Inanspruchnahme der Dienstleistungen von Dataport Übertragbar Einseitig deckungsfähig zulasten 01.0.1000.535.56.	228	319	213	264	264 
1000	684.01	Staatliche Teilfinanzierung der politischen	340		400	330	330 
1000	684.02	Zuschüsse an die Fraktionen der Bürgerschaft Übertragbar ausschüsse und Enquete-Kommissionen	3.753	3.894	3.972	4.373	4.455 
1000	422.61	Bezüge der Beamtinnen, Beamten, Richterinnen und Richter Übertragbar	0	14	0	238	185 
1000	428.61	Entgelte der Arbeitnehmerinnen und Arbeitnehmer	0	182	0	717	655 
1000	432.61	Kostenanteil an den Versorgungsbezügen der Übertragbar	0	21 R	0	72	56 
1000	438.61	Kostenanteil an den Versorgungsbezügen	0		0	65	60 
1000	441.61	Kostenanteil an den Beihilfen Übertragbar	0	3 R	0	11	8 
1000	534.61	Sachausgaben für PUA und Enquete Kommissionen Übertragbar  Summen für Z61	49	162	0	225	219 
1000	701.02	Kleine Baumaßnahmen (Hochbau) Übertragbar	58	23	30	30	30 
1000	812.01	Beschaffung von Geräten und Ausstattungs- gegenständen Übertragbar	9	39	20	20	20 
1000	812.56	Beschaffung von IuK-Technik Übertragbar	171	217	213	212	137 
1000	982.01	Zuführung an das Sondervermögen Versorgungsfonds Ausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.0.1000.382.01 Gesamtausgaben Summe Verpflichtungsermächtigungen	0	\"\"	0	\"\"	209 
1020	412.01	Aufwandsentschädigungen für die Mitglieder des Hamburgischen Verfassungsgerichts	33	35	36	36	36 
1020	535.56	IuK-Folgekosten Übertragbar Gesamtausgaben Summe Verpflichtungsermächtigungen	2	1	2	2	2 
1030	119.95	Einnahmen aus Mahnkosten, Verspätungszuschlägen und Stundungszinsen	0	0	0	-	-
1030	119.98	Vermischte Einnahmen	4	5	0	-	-
1030	281.01	Erstattung von Personalkosten durch die Kommission zur Überprüfung und Ermittlung des Finanzbedarfs der Rundfunkanstalten Die Einnahmen dienen zur Deckung der Ausgaben bei 01.0.1030.461.01 Gesamteinnahmen AUSGABEN Unterstützungen u. dgl. personalbezogene Sachausgaben	0	41	0	-	-
1030	461.01	Zentral veranschlagte Personalausgaben des Kapitels 1030 Übertragbar Ausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.0.1030.281.01 Die Mittel dienen zum Ausgleich von Mehrausgaben bei stellengebundenen Personalausgaben im KRD- Bereich des Kapitels	0	0	0	-	-
1030	461.20	Beitrag zur Finanzierung des Modernisierungsfonds Übertragbar (Weggefallener Ansatz)	0	0	37	\"\"	\"\"
1030	535.56	Beschaffung und Unterhaltung von IuK-Technik - IuK-Folgekosten Übertragbar Einseitig deckungsfähig zugunsten 01.0.1030.671.56.	27	41	69	69	69 
1030	671.53	Erstattung der Kosten für die Inanspruchnahme zentraler IuK-Administration von Dataport	59	59	59	\"\"	\"\"
1030	671.55	Erstattung der Kosten für die Inanspruchnahme des behördeninternen Telefonverkehrs Übertragbar	33	37	32	\"\"	\"\"
1030	671.56	Erstattung der Kosten für die Inanspruchnahme der Dienstleistungen von Dataport Übertragbar Einseitig deckungsfähig zulasten 01.0.1030.535.56.	66	46	46	182	182 
1030	511.61	Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände Übertragbar	100	97	87	87	87 
1030	517.61	Bewirtschaftung der Grundstücke Übertragbar	190	169	156	242	244 
1030	518.61	Mieten und Pachten Übertragbar	643	649	674	666	666 
1030	519.61	Unterhaltung der Grundstücke und baulichen Anlagen Übertragbar	25	24	28	28	28 
1030	525.61	Aus- und Fortbildung Übertragbar	2	28	13	13	13 
1030	526.61	Hinzuziehung von Sachverständigen Übertragbar	47	7	18	18	18 
1030	527.61	Dienstreisen Übertragbar	17	25	12	20	20 
1030	539.61	Vermischte Verwaltungsausgaben Übertragbar  Summen für Z61	10	13	11	11	11 
1030	812.56	Beschaffung von IuK-Technik und Iuk-gerechter Büroausstattung Übertragbar Gesamtausgaben Summe Verpflichtungsermächtigungen	18	33	87	110	73 
1211	111.02	Widerspruchsgebühren	38	30	26	39	39 
1211	111.12	Benutzungsgebühren für das Parken auf 4% der Einnahmen, maximal 400.000 Euro dienen zur Deckung der über die Grundbewilligung hinaus- gehenden Ausgaben bei 6300.521.01 / 7200.521.01	7.302	\"\"	8.822	14.800	14.800 
1211	119.02	Honorarabgaben der Ärzte u.dgl.	4		3	3	3 
1211	119.04	Ersatzleistungen für Sturm- und Feuerschäden (Weggefallener Ansatz)	0	0	0	-	-
1211	119.40	Ersatz von Schäden im Bereich der Behörde für Inneres	0	0	0	-	-
1211	119.60	Brand-, Sturm- und andere Schäden Die Einnahmen dienen zur Deckung der Mehrausgaben bei 01.2.1211.519.61.	0	0	0	-	-
1211	119.92	Schadenersatzleistungen	12	17	13	14	14 
1211	119.95	Einnahmen aus Mahnkosten, Verspätungszuschlägen und Stundungszinsen	39	44	31	41	41 
1211	119.98	Vermischte Einnahmen	173	178	200	186	186 
1211	124.01	Einnahmen aus der Aufstellung von Verkaufsautomaten in Dienstgebäuden 50.00  % der Einnahmen dienen zur Deckung der Mehrausgaben bei 01.2.1211.547.01.	0	0	0	-	-
1211	124.02	Einnahmen aus Veranstaltungen im Millerntor- Stadion (Weggefallener Ansatz)	0	0	0	-	-
1211	124.05	Einnahmen aus der Aufstellung von Münzfernsprech- anlagen (Weggefallener Ansatz)	0	0	0	-	-
1211	124.07	Einnahmen im Zusammenhang mit der Vermietung von Bundesflächen und -bauten 50.00  % der Einnahmen dienen zur Deckung der Mehrausgaben bei 01.2.1211.547.01.	3	0	0	-	-
1211	124.09	Einnahmen aus der Überlassung von Werbeflächen Die Einnahmen dienen zur Deckung der Mehrausgaben bei 01.2.1211.511.61. Dies gilt für Einnahmen bis zur Höhe von 500 EUR uneingeschränkt, für darüber hinausgehende Einnahmen in Höhe von 50 %	1	0	0	-	-
1211	124.13	Einnahmen im Zusammenhang mit der Vermietung der Wohnanlage am Georgswerder Ring in Wilhelmsburg Die Einnahmen dienen zur Deckung der Ausgaben bei 01.2.1211.547.29	1	3	0	-	-
1211	124.91	Einnahmen aus Vermietung, Verpachtung und Nutzung von Grundstücken	163	163	187	107	107 
1211	124.92	Einnahmen aus Dienst- und Werkdienstwohnungen sowie aus Personalunterkünften	60	60	61	64	64 
1211	132.91	Erlöse aus der Veräußerung von beweglichen Sachen 50.00  % der Einnahmen dienen zur Deckung der Mehrausgaben bei 01.2.1211.547.01.	0	0	0	-	-
1211	162.01	Zinsen aus Kassenmitteln	0		0	-	-
1211	231.01	\"Zuschuss des Bundes f. \"\"Lernende Region Billenetz\"\"\" Die Einnahmen dienen zur Deckung der Mehrausgaben bei 01.2.1211.461.01.	65	4	0	\"\"	\"\"
1211	231.02	Zuweisungen des Bundes zu Projekten des Bezirks- amtes Hamburg-Mitte Die Einnahmen dienen zur Deckung der Mehrausgaben bei 01.2.1211.461.01 01.2.1211.511.61.	13	162	0	-	-
1211	261.03	Erstattung von Verwaltungskosten durch Dritte (Weggefallener Ansatz)	0	0	0	-	-
1211	261.04	Erhebungsentschädigungen vom Statistischen Amt für Hamburg und Schleswig-Holstein - AöR - für statistische Erhebungen Die Einnahmen dienen zur Deckung der Ausgaben bei 01.2.1211.412.04	0	0	0	-	-
1211	261.05	Erstattung von Aufwendungen für Öffentlichkeits- arbeit an das Bezirksamt Hamburg-Mitte Die Einnahmen dienen zur Deckung der Mehrausgaben bei 01.2.1211.461.01 01.2.1211.511.61.	0	0	0	-	-
1211	261.08	Erstattungen Dritter für die Abwicklung von Druckaufträgen durch die Zentrale Vordruckstelle des Bezirksamtes Hamburg-Mitte Die Einnahmen dienen zur Deckung der Ausgaben bei 01.2.1211.461.01 01.2.1211.511.01	13	9	0	-	-
1211	261.09	Einnahmen aus Erstattungen (§ 61 LHO)	180	0	0	-	-
1211	282.02	Beiträge zu Bürger-Informationsveranstaltungen Die Einnahmen dienen zur Deckung der Mehrausgaben bei 01.2.1211.531.01.	0	0	0	-	-
1211	282.20	Zuschüsse zur Ausstattung behindertengerechter Arbeitsplätze Die Einnahmen dienen zur Deckung der Mehrausgaben bei 01.2.1211.511.61 01.2.1211.812.01.	0	0	0	-	-
1211	282.91	Verschiedene zweckgebundene Einnahmen Die Einnahmen dienen zur Deckung der Ausgaben bei 01.2.1211.546.91 Gesamteinnahmen AUSGABEN Unterstützungen u. dgl. personalbezogene Sachausgaben	19	11	0	-	-
1211	411.01	Aufwandsentschädigungen nach dem Gesetz über Tätigkeit in der Verwaltung Gegenseitig deckungsfähig sind 01.2.1211.411.01 01.2.1211.684.01 .	336	\"\"	430	556 	493 
1211	412.04	Aufwendungen für ehrenamlich Tätige - Bereich statistische Erhebungen Übertragbar Ausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.2.1211.261.04	0	0	0	-	-
1211	412.30	Aufwendungen für ehrenamtlich Tätige	1		0	-	-
1211	412.32	Aufwendungen für Wahlhelfer Übertragbar	857	116	0	-	-
1211	412.34	Aufwendungen für ehrenamtlich Tätige bei Volks- begehren, -entscheiden und -petitionen Übertragbar	0	0	0	-	-
1211	459.95	Prämien im Rahmen des betrieblichen Vorschlagwesens Deckungsfähig im Einzelplandeckungskreis EDK-012-05.	0	0	0	-	-
1211	461.01	Zentral veranschlagte Personalausgaben im Einzelplan 1.2 Übertragbar Ausgaben dürfen geleistet werden in Höhe der Mehr- einnahmen bei 01.2.1241.111.39. Mehrausgaben dürfen geleistet werden i.H.v. 50.00  % der Einnahmen bei 01.2.1221.111.21. Mehrausgaben dürfen geleistet werden in Höhe der anteiligen Einnahmen bei 01.2.1221.111.05 01.2.1221.282.01 01.2.1241.111.24 01.2.1241.282.04. Mehrausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.2.1211.231.01 01.2.1211.231.02 01.2.1211.261.05. Ausgaben dürfen geleistet werden in Höhe der anteiligen Einnahmen bei 01.2.1221.111.25 Ausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.2.1211.261.08 01.2.1241.111.07 01.2.1241.111.10 Ausgaben dürfen geleistet werden in Höhe der anteiligen Mehreinnahmen bei 01.2.1241.112.08 Die Mittel dienen zum Ausgleich von Mehrausgaben bei stellengebundenen Personalausgaben im KRD- Bereich des Einzelplans	0	0	0	-	-
1211	461.20	Beitrag zur Finanzierung des Modernisierungsfonds Übertragbar (Weggefallener Ansatz)	0	0	258	\"\"	\"\"
1211	511.01	Ausgaben der Zentralen Vordruckstelle des Bezirks- amtes Hamburg-Mitte für die Abwicklung von Druck- aufträgen für Dritte Übertragbar Ausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.2.1211.261.08	17	10	0	-	-
1211	511.03	Ausgaben im Zusammenhang mit der Durchführung Übertragbar	0	\"\"	0	-	-
1211	511.31	Sachaufwand für Telekommunikations- und Übertragbar	0	\"\"	0	-	-
1211	511.33	Sachausgaben für Wahlen Übertragbar	251	73	0	-	-
1211	511.34	Ausgaben im Zusammenhang mit der Durchführung von Volksbegehren, Volksentscheiden und Volkspetitionen Übertragbar	52	52	0	-	-
1211	521.36	Bewirtschaftung und Unterhaltung von Übertragbar	4	6 R	0	-	-
1211	525.92	Erstattung an das Zentrum für Aus- und Fortbildung Übertragbar	93	92	92	94	94 
1211	529.01	Verfügungsmittel der / des Vorsitzenden der Übertragbar Gegenseitig deckungsfähig sind 01.2.1211.529.01 01.2.1211.531.01 .	1	5 R	1	1	1 
1211	529.02	Mittel zur Förderung von Initiativen in den Bezir- ohne Investitionen Übertragbar Zuwendungsanteil 75% Gegenseitig deckungsfähig sind 01.2.1211.529.02 01.2.1211.791.02 . Mittel für einzelne Maßnahmen/Maßnahmegruppen werden auf vorhandene oder einzurichtende Titel der sachlich zuständigen Kapitel übertragen	31	24 R	36	36	36 
1211	529.03	Verwendung von Einnahmen für andere bezirkliche Übertragbar Zuwendungsanteil 90% Ausgaben dürfen geleistet werden in Höhe der anteiligen Mehreinnahmen bei 01.2.1241.111.17 01.2.1241.111.32. Mittel für einzelne Maßnahmen/Maßnahmegruppen werden auf vorhandene oder einzurichtende Titel der sachlich zuständigen Kapitel übertragen	9	129 R	0	-	-
1211	529.04	Unterstützende Maßnahmen der Bezirksversammlung Bauflächen Übertragbar (Weggefallener Ansatz) Zuwendungsanteil 40% Mittel für einzelne Maßnahmen/Maßnahmegruppen werden auf vorhandene oder einzurichtende Titel der sachlich zuständigen Kapitel übertragen	7	\"\"	0	-	-
1211	529.05	Maßnahmen zur Gestaltung des sammlung Übertragbar (Weggefallener Ansatz) Zuwendungsanteil 50% Mittel für einzelne Maßnahmen/Maßnahmegruppen werden auf vorhandene oder einzurichtende Titel der sachlich zuständigen Kapitel übertragen	0	756 R	0	-	-
1211	531.01	Öffentlichkeitsarbeit der Bezirksversammlungen Übertragbar Gegenseitig deckungsfähig sind 01.2.1211.529.01 01.2.1211.531.01 . Mehrausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.2.1211.282.02.	3	11 R	9	9	9 
1211	534.31	Aufwendungen für Übungen und Einsätze Übertragbar	4	\"\"	0	-	-
1211	535.09	Ausgaben für Erstattungen (§ 61 LHO) Übertragbar Deckungsfähig im Einzelplandeckungskreis EDK-012-05.	1	1	3	3	3 
1211	535.56	Sachaufwand für IuK-Maßnahmen Übertragbar Einseitig deckungsfähig zugunsten 01.2.1211.671.56. Gegenseitig deckungsfähig sind 01.2.1211.535.56 01.3.1311.535.56 01.4.1411.535.56 01.5.1511.535.56 01.6.1611.535.56 01.7.1711.535.56 01.8.1811.535.56 .	191	155	145	145	145 
1211	546.91	Verwendung zweckgebundener Einnahmen Übertragbar Ausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.2.1211.282.91	11	6	0	-	-
1211	547.01	Ergänzende Maßnahmen zur Verbesserung der Effektivität der Verwaltung Übertragbar Deckungsfähig im Einzelplandeckungskreis EDK-012-05. Mehrausgaben dürfen geleistet werden i.H.v. 85.00  % der Einnahmen bei 01.2.1221.119.07. Mehrausgaben dürfen geleistet werden i.H.v. 50.00  % der Einnahmen bei 01.2.1211.124.01 01.2.1211.124.07 01.2.1211.132.91 01.2.1241.111.35. Mehrausgaben dürfen geleistet werden in Höhe der anteiligen Einnahmen bei 01.2.1221.111.05 01.2.1221.111.18 01.2.1221.119.02. Mehrausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.2.1221.111.13. Ausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.2.1231.119.05 01.2.1231.236.02 01.2.1231.282.05 Mittel für einzelne Maßnahmen/Maßnahmegruppen werden auf vorhandene oder einzurichtende Titel der sachlich zuständigen Kapitel übertragen	0	0	8	8	8 
1211	547.05	Unterstützende Maßnahmen zur Förderung der Entwicklung und Aktivierung von Bauflächen Übertragbar Mittel für einzelne Maßnahmen/Maßnahmegruppen werden auf vorhandene oder einzurichtende Titel der sachlich zuständigen Kapitel übertragen	0	0	0	-	-
1211	547.29	Miete für die Wohnanlage am Georgswerder Ring in Wilhelmsburg Übertragbar Ausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.2.1211.124.13	50	42	0	-	-
1211	548.03	Förderfonds Bezirke - Sondermittel der Bezirksversammlung - Übertragbar Mittel für einzelne Maßnahmen/Maßnahmegruppen werden auf vorhandene oder einzurichtende Titel der sachlich zuständigen Kapitel übertragen	0	25	0	-	-
1211	671.55	Erstattung der Kosten für die Inanspruchnahme des behördeninternen Telefonverkehrs Übertragbar (Weggefallener Ansatz)	374	368	366	\"\"	\"\"
1211	671.56	Erstattung der Kosten für die Inanspruchnahme der Dienstleistungen von DATAPORT Übertragbar Einseitig deckungsfähig zulasten 01.2.1211.535.56. Gegenseitig deckungsfähig sind 01.2.1211.671.56 01.3.1311.671.56 01.4.1411.671.56 01.5.1511.671.56 01.6.1611.671.56 01.7.1711.671.56 01.8.1811.671.56 .	0	0	0	69	-
1211	681.92	Schadenersatzleistungen (ohne Kraftfahrzeughaftpflichtschäden) Gegenseitig deckungsfähig sind 01.2.1211.681.92 01.3.1311.681.92 01.4.1411.681.92 01.5.1511.681.92 01.6.1611.681.92 01.7.1711.681.92 01.8.1811.681.92 .	2	3	4	4	4 
1211	684.01	Zuschüsse an die Fraktionen der Bezirksversammlung Gegenseitig deckungsfähig sind 01.2.1211.411.01 01.2.1211.684.01 .	335	\"\"	347	361	361 
1211	511.61	Geschäftsbedarf, Kommunikation, Geräte, Ausstattungs-, sonstige Gebrauchsgegenstände Übertragbar Deckungsfähig im Einzelplandeckungskreis EDK-012-05. Mehrausgaben dürfen geleistet werden in Höhe der anteiligen Einnahmen bei 01.2.1211.282.20 01.2.1241.111.38. Mehrausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.2.1211.124.09 01.2.1211.231.02 01.2.1211.261.05 01.2.1241.119.19. Ausgaben dürfen geleistet werden in Höhe der anteiligen Einnahmen bei 01.2.1221.111.25 Ausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.2.1241.261.06 Mehrausgaben dürfen geleistet werden in Höhe der anteiligen Mehreinnahmen bei 01.2.1241.112.08	1.576	1.508	1.461	1.454	1.454 
1211	517.61	Bewirtschaftung der Grundstücke Übertragbar Deckungsfähig im Einzelplandeckungskreis EDK-012-05. Ausgaben dürfen geleistet werden in Höhe der anteiligen Einnahmen bei 01.2.1221.111.25	2.379	2.253	2.416	2.426	2.426 
1211	518.61	Mieten und Pachten Übertragbar Deckungsfähig im Einzelplandeckungskreis EDK-012-05.	4.824	4.463	4.646	4.654	4.654 
1211	519.61	Unterhaltung der Grundstücke Übertragbar Deckungsfähig im Einzelplandeckungskreis EDK-012-05. Mehrausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.2.1211.119.60.	643	392	187	187	187 
1211	532.61	Kraftfahrzeugsteuer Übertragbar Deckungsfähig im Einzelplandeckungskreis EDK-012-05.	0	0	0	14	14 
1211	533.61	Sonstige sächliche Verwaltungsausgaben Übertragbar Deckungsfähig im Einzelplandeckungskreis EDK-012-05. Mehrausgaben dürfen geleistet werden in Höhe der Einnahmen bei 01.2.1241.119.06.  Summen für Z61	544	446	304	304	304 
1211	701.01	Kleine Bauten -Hochbau- Übertragbar Deckungsfähig im Kapiteldeckungskreis KDK-012-1211-01 .	104	432	79	79	79 
1211	701.56	Bauliche Maßnahmen im Zusammenhang mit der Einrichtung von Bildschirmarbeitsplätzen und Sicherheitsmaßnahmen in Publikumsdienststellen Übertragbar Gegenseitig deckungsfähig sind 01.2.1211.701.56 01.3.1311.701.56 01.4.1411.701.56 01.5.1511.701.56 01.6.1611.701.56 01.7.1711.701.56 01.8.1811.701.56 .	0	0	0	-	-
1211	791.02	Mittel zur Förderung von Initiativen in den Bezir- Investitionen Übertragbar Zuwendungsanteil 75% Gegenseitig deckungsfähig sind 01.2.1211.529.02 01.2.1211.791.02 . Mittel für einzelne Maßnahmen/Maßnahmegruppen werden auf vorhandene oder einzurichtende Titel der sachlich zuständigen Kapitel übertragen	45	57 R	46	46	46 
1211	791.03	Mittel des Gestaltungsfonds für Investitionen mit - Sondermittel der Bezirksversammlung - Übertragbar Gegenseitig deckungsfähig sind 01.2.1211.791.03 01.3.1311.791.03 01.4.1411.791.03 01.5.1511.791.03 01.6.1611.791.03 01.7.1711.791.03 01.8.1811.791.03 . Mittel für einzelne Maßnahmen/Maßnahmegruppen werden auf vorhandene oder einzurichtende Titel der sachlich zuständigen Kapitel übertragen	0	191 R	179	213	169 
1211	791.06	Sonderinvestitionsfonds Bezirke Übertragbar (Weggefallener Ansatz) Mittel für einzelne Maßnahmen/Maßnahmegruppen werden auf vorhandene oder einzurichtende Titel der sachlich zuständigen Kapitel übertragen	80	\"\"	0	-	-
1211	791.08	Förderfonds Bezirke -Sondermittel der Bezirksversammlung- Investitionen Übertragbar Mittel für einzelne Maßnahmen/Maßnahmegruppen werden auf vorhandene oder einzurichtende Titel der sachlich zuständigen Kapitel übertragen	0	0	0	-	-
1211	812.01	Neu- und Ersatzbeschaffungen von Geräten und Ausstattungsgegenständen Übertragbar Deckungsfähig im Kapiteldeckungskreis KDK-012-1211-01 . Mehrausgaben dürfen geleistet werden in Höhe der anteiligen Einnahmen bei 01.2.1211.282.20.	53	0	0	-	-
1211	812.54	Ausbau der IT-Infratruktur zur Modernisierung der Verwaltung Übertragbar Einseitig deckungsfähig zugunsten 01.2.1211.812.56. Gegenseitig deckungsfähig sind 01.2.1211.812.54 01.3.1311.812.54 01.4.1411.812.54 01.5.1511.812.54 01.6.1611.812.54 01.7.1711.812.54 01.8.1811.812.54 .	0	0	0	-	-
1211	812.56	Investitionsausgaben für den Einsatz von Informationstechnik Übertragbar Einseitig deckungsfähig zulasten 01.2.1211.812.54. Gegenseitig deckungsfähig sind 01.2.1211.812.56 01.3.1311.812.56 01.4.1411.812.56 01.5.1511.812.56 01.6.1611.812.56 01.7.1711.812.56 01.8.1811.812.56 .	0	0	0	-	-
1211	972.02	\"\"\"Globale Minderausgabe Konsolidierung 2010 - 2014\"	0	0	0	625-	1.201-
1211	972.03	Globale Minderausgabe durch Maßnahmen zur Haushaltskonsolidierung Gesamtausgaben Summe Verpflichtungsermächtigungen	0	0	0	930-	855-
1221	111.01	Verwaltungsgebühren	13	25	41	75	75 
1221	111.02	Verwaltungsgebühren nach dem Einkommensteuergesetz (Weggefallener Ansatz)	41	25	39	\"\"	\"\"
1221	111.05	Einnahmen für Eheschließungen außerhalb der Standesämter 85.00  % der Einnahmen dienen zur Deckung der Mehrausgaben bei 01.2.1211.461.01 01.2.1211.547.01.	0	45	0	-	-
1221	111.06	Verwaltungsgebühren für die Erteilung von Führungs zeugnissen 60.00  % der Einnahmen dienen zur Deckung der Ausgaben bei 01.8.1821.631.23.	153	162	103	145	145 
1221	111.07	Verwaltungsgebühren nach der Verordnung zur Ausführung des Personenstandsgesetzes	208	229	180	258	258 
1221	111.08	Verwaltungsgebühren nach der Gebührenordnung für	314		453	638	638 
1221	111.09	Verwaltungsgebühren für Ausweisdokumente 70.00  % der Mehreinnahmen dienen zur Deckung der Mehrausgaben bei 08.1.8010.511.86.	723	\"\"	833	832	2.099 
1221	111.10	Verwaltungsgebühren nach dem Gesetz über 70.00  % der Mehreinnahmen dienen zur Deckung der Mehrausgaben bei 08.1.8010.511.86.	256	\"\"	282	344	232 
1221	111.13	Einnahmen aus Gebühren im Zusammenhang mit der Änderung von Kfz-Scheinen Die Einnahmen dienen zur Deckung der Mehrausgaben bei 01.2.1211.547.01 01.2.1221.671.01.	19	19	0	-	-
